PMID	Sentence_ID	Sentence	Gene1|Gene1_ID	Gene1_Index(start|end)	Gene2|Gene2_ID	Gene2_Index(start|end)	RE_Type
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	cPLA2a|5321	29|35	MMP3|4314	394|398	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	tumor necrosis factor|7124	39|60	TNF|7124	62|65	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	tumor necrosis factor|7124	39|60	interleukin 8|3576	355|368	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	tumor necrosis factor|7124	39|60	IL8|3576	370|373	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	tumor necrosis factor|7124	39|60	stromelysin-1|4314	379|392	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	tumor necrosis factor|7124	39|60	MMP3|4314	394|398	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	TNF|7124	62|65	interleukin 8|3576	355|368	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	TNF|7124	62|65	IL8|3576	370|373	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	TNF|7124	62|65	stromelysin-1|4314	379|392	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	TNF|7124	62|65	MMP3|4314	394|398	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	interleukin 8|3576	355|368	IL8|3576	370|373	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	interleukin 8|3576	355|368	stromelysin-1|4314	379|392	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	interleukin 8|3576	355|368	MMP3|4314	394|398	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	IL8|3576	370|373	stromelysin-1|4314	379|392	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	IL8|3576	370|373	MMP3|4314	394|398	NoRE
24349530	S5	METHODS: The involvement of cPLA2a in tumor necrosis factor (TNF)-induced intracellular signaling cascades in synoviocytes (synovial fibroblast-like cells) was analyzed by arachidonic acid (AA) release assay, synoviocyte enzyme activity assay, gene expression analysis by real-time PCR and ELISA immunoassay for the detection of prostaglandin E2 (PGE2), interleukin 8 (IL8) and stromelysin-1 (MMP3), respectively.	stromelysin-1|4314	379|392	MMP3|4314	394|398	NoRE
24349530	S6	RESULTS: Inhibitors of cPLA2a enzyme activity (AVX002, ATK) significantly reduced TNF-induced cellular release of AA, PGE2, IL8 and MMP3.	IL8|3576	124|127	TNF|7124	82|85	Translocation
24349530	S6	RESULTS: Inhibitors of cPLA2a enzyme activity (AVX002, ATK) significantly reduced TNF-induced cellular release of AA, PGE2, IL8 and MMP3.	MMP3|4314	132|136	TNF|7124	82|85	Translocation
24349530	S8	Interestingly, cPLA2a inhibition affected several key points of the arachidonyl cascade; AA-release, cyclooxygenase-2 (COX2) expression and PGE2 production.	cPLA2a|5321	15|21	cyclooxygenase-2 (COX2)|5743	101|124	Neutral_Regulation
24349530	S9	Furthermore, the results suggest that cPLA2a is subject to transcriptional auto-regulation as inhibition of cPLA2a resulted in reduced PLA2G4A gene expression in TNF-stimulated synoviocytes.	cPLA2a|5321	39|45	cPLA2a|5321	109|115	NoRE
24349530	S9	Furthermore, the results suggest that cPLA2a is subject to transcriptional auto-regulation as inhibition of cPLA2a resulted in reduced PLA2G4A gene expression in TNF-stimulated synoviocytes.	cPLA2a|5321	39|45	PLA2G4A|5321	136|143	NoRE
24349530	S9	Furthermore, the results suggest that cPLA2a is subject to transcriptional auto-regulation as inhibition of cPLA2a resulted in reduced PLA2G4A gene expression in TNF-stimulated synoviocytes.	cPLA2a|5321	39|45	TNF|7124	163|166	NoRE
24349530	S9	Furthermore, the results suggest that cPLA2a is subject to transcriptional auto-regulation as inhibition of cPLA2a resulted in reduced PLA2G4A gene expression in TNF-stimulated synoviocytes.	cPLA2a|5321	109|115	PLA2G4A|5321	136|143	NoRE
24349530	S9	Furthermore, the results suggest that cPLA2a is subject to transcriptional auto-regulation as inhibition of cPLA2a resulted in reduced PLA2G4A gene expression in TNF-stimulated synoviocytes.	cPLA2a|5321	109|115	TNF|7124	163|166	NoRE
24349530	S9	Furthermore, the results suggest that cPLA2a is subject to transcriptional auto-regulation as inhibition of cPLA2a resulted in reduced PLA2G4A gene expression in TNF-stimulated synoviocytes.	PLA2G4A|5321	136|143	TNF|7124	163|166	NoRE
24349530	S10	CONCLUSIONS: cPLA2a appears to be an important regulator of central effectors of inflammation and joint destruction, namely MMP3, IL8, COX2, and PGE2.	cPLA2a|5321	13|19	MMP3|4314	124|128	Interaction_Agent
24349530	S10	CONCLUSIONS: cPLA2a appears to be an important regulator of central effectors of inflammation and joint destruction, namely MMP3, IL8, COX2, and PGE2.	cPLA2a|5321	13|19	IL8|3576	130|133	Interaction_Agent
24349530	S10	CONCLUSIONS: cPLA2a appears to be an important regulator of central effectors of inflammation and joint destruction, namely MMP3, IL8, COX2, and PGE2.	cPLA2a|5321	13|19	COX2|5743	135|139	Interaction_Agent
24349530	S11	Decreased transcription of the PLA2G4A and COX2 genes in response to cPLA2a enzyme inhibition further suggest a self-reinforcing effect of cPLA2a inhibition in response to TNF.	cPLA2a|5321	69|75	COX2|5743	43|47	Association
24349530	S11	Decreased transcription of the PLA2G4A and COX2 genes in response to cPLA2a enzyme inhibition further suggest a self-reinforcing effect of cPLA2a inhibition in response to TNF.	TNF|7124	172|175	cPLA2a|5321	139|145	Association
24371122	S1	Scavenger receptor CD36 mediates inhibition of cholesterol synthesis via activation of the PPARg/PGC-1a pathway and Insig1/2 expression in hepatocytes.	CD36|948	19|23	Insig1|3638	116|122	Positive_Regulation
24371122	S6	Degradation of HMG-CoA reductase by the ubiquitin-proteasome pathway was also enhanced by hexarelin, through an increased recruitment of the anchor proteins insulin-induced gene (Insig)-1 and Insig-2.	insulin-induced gene (Insig)-1|3638	158|188	Insig-2|51141	193|200	NoRE
24371122	S6	Degradation of HMG-CoA reductase by the ubiquitin-proteasome pathway was also enhanced by hexarelin, through an increased recruitment of the anchor proteins insulin-induced gene (Insig)-1 and Insig-2.	insulin-induced gene (Insig)-1|3638	158|188	HMG-CoA reductase|3156	16|33	NoRE
24371122	S6	Degradation of HMG-CoA reductase by the ubiquitin-proteasome pathway was also enhanced by hexarelin, through an increased recruitment of the anchor proteins insulin-induced gene (Insig)-1 and Insig-2.	Insig-2|51141	193|200	HMG-CoA reductase|3156	16|33	NoRE
24371122	S7	Genes encoding key enzymes involved in cholesterol synthesis and under the control of transcription factor sterol regulatory element-binding protein (SREBP)-2 remained unresponsive to sterol depletion, due to retention of the SREBP-2 escort protein Scap by Insig-1/2.	Insig-1|3638	257|264	Scap|22937	249|253	Neutral_Regulation
24371122	S7	Genes encoding key enzymes involved in cholesterol synthesis and under the control of transcription factor sterol regulatory element-binding protein (SREBP)-2 remained unresponsive to sterol depletion, due to retention of the SREBP-2 escort protein Scap by Insig-1/2.	SREBP-2|6721	226|233	Scap|22937	249|253	Interaction_Agent
24371122	S8	Insig1 and Insig2 gene expression was also increased through activation of nuclear receptor peroxisome-proliferator activating receptor g (PPARg) by CD36, which lifted the inhibitory effect of PPARg1 Ser-84 phosphorylation.	Insig1|3638	0|6	peroxisome-proliferator activating receptor g (PPARg)|5468	92|145	Positive_Regulation
24371122	S8	Insig1 and Insig2 gene expression was also increased through activation of nuclear receptor peroxisome-proliferator activating receptor g (PPARg) by CD36, which lifted the inhibitory effect of PPARg1 Ser-84 phosphorylation.	Insig2|51141	11|17	peroxisome-proliferator activating receptor g (PPARg)|5468	92|145	Positive_Regulation
24371122	S8	Insig1 and Insig2 gene expression was also increased through activation of nuclear receptor peroxisome-proliferator activating receptor g (PPARg) by CD36, which lifted the inhibitory effect of PPARg1 Ser-84 phosphorylation.	CD36|948	149|153	peroxisome-proliferator activating receptor g (PPARg)|5468	92|145	Positive_Regulation
24371122	S8	Insig1 and Insig2 gene expression was also increased through activation of nuclear receptor peroxisome-proliferator activating receptor g (PPARg) by CD36, which lifted the inhibitory effect of PPARg1 Ser-84 phosphorylation.	CD36|948	149|153	PPARg1|5468	193|199	Modification
24371122	S9	Recruitment of coactivator peroxisome proliferator-activated receptor-g coactivator 1a (PGC1a) to activated AMPKa was also promoted, resulting in PGC-1a transcriptional activation through Sirt1-mediated deacetylation, increased recruitment of PPARg, and up-regulation of Insig-1/2, revealing a regulatory role of CD36 on PGC-1a signaling.	CD36|948	313|317	PGC-1a|10891	321|327	Interaction_Agent
24371122	S10	Our data identify CD36 as a novel regulator of HMG-CoA reductase function and Insig-1/2 expression, 2 critical steps regulating cholesterol synthesis in hepatocytes.	CD36|948	18|22	Insig-1|3638	78|85	Interaction_Agent
24371122	S10	Our data identify CD36 as a novel regulator of HMG-CoA reductase function and Insig-1/2 expression, 2 critical steps regulating cholesterol synthesis in hepatocytes.	CD36|948	18|22	HMG-CoA reductase|3156	47|64	Interaction_Agent
24374083	S1	Different effects of Atg2 and Atg18 mutations on Atg8a and Atg9 trafficking during starvation in Drosophila.	Atg2|38344	21|25	Atg18|38913	30|35	NoRE
24374083	S1	Different effects of Atg2 and Atg18 mutations on Atg8a and Atg9 trafficking during starvation in Drosophila.	Atg2|38344	21|25	Atg8a|32001	49|54	NoRE
24374083	S1	Different effects of Atg2 and Atg18 mutations on Atg8a and Atg9 trafficking during starvation in Drosophila.	Atg2|38344	21|25	Atg9|36821	59|63	NoRE
24374083	S1	Different effects of Atg2 and Atg18 mutations on Atg8a and Atg9 trafficking during starvation in Drosophila.	Atg18|38913	30|35	Atg8a|32001	49|54	NoRE
24374083	S1	Different effects of Atg2 and Atg18 mutations on Atg8a and Atg9 trafficking during starvation in Drosophila.	Atg18|38913	30|35	Atg9|36821	59|63	NoRE
24374083	S1	Different effects of Atg2 and Atg18 mutations on Atg8a and Atg9 trafficking during starvation in Drosophila.	Atg8a|32001	49|54	Atg9|36821	59|63	NoRE
24374083	S2	The Atg2-Atg18 complex acts in parallel to Atg8 and regulates Atg9 recycling from phagophore assembly site (PAS) during autophagy in yeast.	Atg2|38344	4|8	Atg18|850577	9|14	Complex
24374083	S2	The Atg2-Atg18 complex acts in parallel to Atg8 and regulates Atg9 recycling from phagophore assembly site (PAS) during autophagy in yeast.	Atg9|851406	62|66	Atg2|38344	4|8	Translocation
24374083	S2	The Atg2-Atg18 complex acts in parallel to Atg8 and regulates Atg9 recycling from phagophore assembly site (PAS) during autophagy in yeast.	Atg9|851406	62|66	Atg18|850577	9|14	Translocation
24374083	S3	Here we show that in Drosophila, both Atg9 and Atg18 are required for Atg8a puncta formation, unlike Atg2.	Atg8a|32001	70|75	Atg9|36821	38|42	Association
24374083	S3	Here we show that in Drosophila, both Atg9 and Atg18 are required for Atg8a puncta formation, unlike Atg2.	Atg8a|32001	70|75	Atg18|38913	47|52	Association
24374083	S3	Here we show that in Drosophila, both Atg9 and Atg18 are required for Atg8a puncta formation, unlike Atg2.	Atg2|38344	101|105	Atg8a|32001	70|75	Negation_Association
24374083	S4	Selective autophagic degradation of ubiquitinated proteins is mediated by Ref(2)P/p62.	Ref(2)P|35246	75|82	p62|35246	83|86	NoRE
24374083	S5	The transmembrane protein Atg9 accumulates on refractory to Sigma P (Ref(2)P) aggregates in Atg7, Atg8a and Atg2 mutants.	Atg9|36821	26|30	refractory to Sigma P (Ref(2)P)|35246	46|77	Association
24374083	S6	No accumulation of Atg9 is seen on Ref(2)P in cells lacking Atg18 or Vps34 lipid kinase function, while the Atg1 complex subunit FIP200 is recruited.	Atg9|36821	19|23	Ref(2)P|35246	35|42	Negation_Association
24374083	S7	The simultaneous interaction of Atg18 with both Atg9 and Ref(2)P raises the possibility that Atg18 may facilitate selective degradation of ubiquitinated protein aggregates by autophagy.	Atg18|38913	32|37	Atg9|36821	48|52	Association
24374083	S7	The simultaneous interaction of Atg18 with both Atg9 and Ref(2)P raises the possibility that Atg18 may facilitate selective degradation of ubiquitinated protein aggregates by autophagy.	Atg18|38913	32|37	Ref(2)P|35246	57|64	Association
24402281	S1	Structural basis for hijacking CBF-b and CUL5 E3 ligase complex by HIV-1 Vif.	CBF-b|865	31|36	CUL5|8065	41|45	Complex
24402281	S1	Structural basis for hijacking CBF-b and CUL5 E3 ligase complex by HIV-1 Vif.	Vif|155459	73|76	CBF-b|865	31|36	Binding
24402281	S1	Structural basis for hijacking CBF-b and CUL5 E3 ligase complex by HIV-1 Vif.	Vif|155459	73|76	CUL5|8065	41|45	Binding
24402281	S2	The human immunodeficiency virus (HIV)-1 protein Vif has a central role in the neutralization of host innate defences by hijacking cellular proteasomal degradation pathways to subvert the antiviral activity of host restriction factors; however, the underlying mechanism by which Vif achieves this remains unclear.	Vif|155459	50|53	Vif|155459	280|283	NoRE
24402281	S3	Here we report a crystal structure of the Vif-CBF-b-CUL5-ELOB-ELOC complex.	Vif|155459	42|45	CBF-b|865	46|51	Complex
24402281	S3	Here we report a crystal structure of the Vif-CBF-b-CUL5-ELOB-ELOC complex.	Vif|155459	42|45	CUL5|8065	52|56	Complex
24402281	S3	Here we report a crystal structure of the Vif-CBF-b-CUL5-ELOB-ELOC complex.	Vif|155459	42|45	ELOB|6923	57|61	Complex
24402281	S3	Here we report a crystal structure of the Vif-CBF-b-CUL5-ELOB-ELOC complex.	Vif|155459	42|45	ELOC|6921	62|66	Complex
24402281	S3	Here we report a crystal structure of the Vif-CBF-b-CUL5-ELOB-ELOC complex.	CBF-b|865	46|51	CUL5|8065	52|56	Complex
24402281	S3	Here we report a crystal structure of the Vif-CBF-b-CUL5-ELOB-ELOC complex.	CBF-b|865	46|51	ELOB|6923	57|61	Complex
24402281	S3	Here we report a crystal structure of the Vif-CBF-b-CUL5-ELOB-ELOC complex.	CBF-b|865	46|51	ELOC|6921	62|66	Complex
24402281	S3	Here we report a crystal structure of the Vif-CBF-b-CUL5-ELOB-ELOC complex.	CUL5|8065	52|56	ELOB|6923	57|61	Complex
24402281	S3	Here we report a crystal structure of the Vif-CBF-b-CUL5-ELOB-ELOC complex.	CUL5|8065	52|56	ELOC|6921	62|66	Complex
24402281	S3	Here we report a crystal structure of the Vif-CBF-b-CUL5-ELOB-ELOC complex.	ELOB|6923	57|61	ELOC|6921	62|66	Complex
24402281	S4	The structure reveals that Vif, by means of two domains, organizes formation of the pentameric complex by interacting with CBF-b, CUL5 and ELOC.	Vif|155459	27|30	CBF-b|865	123|128	Association
24402281	S4	The structure reveals that Vif, by means of two domains, organizes formation of the pentameric complex by interacting with CBF-b, CUL5 and ELOC.	Vif|155459	27|30	CUL5|8065	130|134	Association
24402281	S4	The structure reveals that Vif, by means of two domains, organizes formation of the pentameric complex by interacting with CBF-b, CUL5 and ELOC.	Vif|155459	27|30	ELOC|6921	139|143	Association
24402281	S4	The structure reveals that Vif, by means of two domains, organizes formation of the pentameric complex by interacting with CBF-b, CUL5 and ELOC.	Vif|155459	27|30	CBF-b|865	123|128	Complex
24402281	S4	The structure reveals that Vif, by means of two domains, organizes formation of the pentameric complex by interacting with CBF-b, CUL5 and ELOC.	Vif|155459	27|30	CUL5|8065	130|134	Complex
24402281	S4	The structure reveals that Vif, by means of two domains, organizes formation of the pentameric complex by interacting with CBF-b, CUL5 and ELOC.	Vif|155459	27|30	ELOC|6921	139|143	Complex
24402281	S4	The structure reveals that Vif, by means of two domains, organizes formation of the pentameric complex by interacting with CBF-b, CUL5 and ELOC.	CBF-b|865	123|128	CUL5|8065	130|134	Complex
24402281	S4	The structure reveals that Vif, by means of two domains, organizes formation of the pentameric complex by interacting with CBF-b, CUL5 and ELOC.	CBF-b|865	123|128	ELOC|6921	139|143	Complex
24402281	S4	The structure reveals that Vif, by means of two domains, organizes formation of the pentameric complex by interacting with CBF-b, CUL5 and ELOC.	CUL5|8065	130|134	ELOC|6921	139|143	Complex
24402281	S5	The larger domain (a/b domain) of Vif binds to the same side of CBF-b as RUNX1, indicating that Vif and RUNX1 are exclusive for CBF-b binding.	Vif|155459	34|37	CBF-b|865	64|69	Binding
24402281	S5	The larger domain (a/b domain) of Vif binds to the same side of CBF-b as RUNX1, indicating that Vif and RUNX1 are exclusive for CBF-b binding.	RUNX1|861	73|78	CBF-b|865	64|69	Binding
24402281	S5	The larger domain (a/b domain) of Vif binds to the same side of CBF-b as RUNX1, indicating that Vif and RUNX1 are exclusive for CBF-b binding.	CBF-b|865	128|133	Vif|155459	96|99	Binding
24402281	S5	The larger domain (a/b domain) of Vif binds to the same side of CBF-b as RUNX1, indicating that Vif and RUNX1 are exclusive for CBF-b binding.	CBF-b|865	128|133	RUNX1|861	104|109	Binding
24402281	S6	Interactions of the smaller domain (a-domain) of Vif with ELOC and CUL5 are cooperative and mimic those of SOCS2 with the latter two proteins.	Vif|155459	49|52	ELOC|6921	58|62	Association
24402281	S6	Interactions of the smaller domain (a-domain) of Vif with ELOC and CUL5 are cooperative and mimic those of SOCS2 with the latter two proteins.	Vif|155459	49|52	CUL5|8065	67|71	Association
24402281	S7	A unique zinc-finger motif of Vif, which is located between the two Vif domains, makes no contacts with the other proteins but stabilizes the conformation of the a-domain, which may be important for Vif-CUL5 interaction.	Vif|155459	199|202	CUL5|8065	203|207	Association
24402281	S8	Together, our data reveal the structural basis for Vif hijacking of the CBF-b and CUL5 E3 ligase complex, laying a foundation for rational design of novel anti-HIV drugs.	CBF-b|865	72|77	CUL5|8065	82|86	Complex
24402281	S8	Together, our data reveal the structural basis for Vif hijacking of the CBF-b and CUL5 E3 ligase complex, laying a foundation for rational design of novel anti-HIV drugs.	Vif|155459	51|54	CBF-b|865	72|77	Binding
24402281	S8	Together, our data reveal the structural basis for Vif hijacking of the CBF-b and CUL5 E3 ligase complex, laying a foundation for rational design of novel anti-HIV drugs.	Vif|155459	51|54	CUL5|8065	82|86	Binding
24413081	S1	Regulation of Mdm2 protein stability and the p53 response by NEDD4-1 E3 ligase.	NEDD4-1|4734	61|68	Mdm2|4193	14|18	Neutral_Regulation
24413081	S1	Regulation of Mdm2 protein stability and the p53 response by NEDD4-1 E3 ligase.	NEDD4-1|4734	61|68	p53|7157	45|48	Neutral_Regulation
24413081	S2	Mdm2 is a critical negative regulator of the tumor suppressor protein p53.	Mdm2|4193	0|4	p53|7157	70|73	Negative_Agent
24413081	S3	Mdm2 is an E3 ligase whose overexpression leads to functional inactivation of p53.	Mdm2|4193	0|4	p53|7157	78|81	Negative_Regulation
24413081	S5	Here we report biochemical identification of NEDD4-1 as an E3 ligase for Mdm2 that contributes to the regulation of Mdm2 protein stability in cells.	NEDD4-1|4734	45|52	Mdm2|4193	73|77	Interaction_Agent
24413081	S5	Here we report biochemical identification of NEDD4-1 as an E3 ligase for Mdm2 that contributes to the regulation of Mdm2 protein stability in cells.	Mdm2|4193	116|120	NEDD4-1|4734	45|52	Neutral_Regulation
24413081	S6	NEDD4-1 was identified from Jurkat cytosolic fractions using an enzyme-dead Mdm2 mutant protein as a substrate for in vitro E3 ligase assays.	NEDD4-1|4734	0|7	Mdm2|4193	76|80	NoRE
24413081	S7	We show that lysates from Nedd4-1 knockout (KO) mouse embryonic fibroblasts (MEFs) have significantly diminished E3 ligase activity toward Mdm2 compared with lysates from wild-type (WT) MEFs.	Nedd4-1|17999	27|34	Mdm2|17246	140|144	NoRE
24413081	S8	Recombinant NEDD4-1 promotes Mdm2 ubiquitination in vitro in a concentration- and time-dependent manner.	NEDD4-1|4734	12|19	Mdm2|4193	29|33	Modification
24413081	S9	In cells, NEDD4-1 physically interacts with Mdm2 via the RING domain of Mdm2.	NEDD4-1|4734	10|17	Mdm2|4193	44|48	Association
24413081	S9	In cells, NEDD4-1 physically interacts with Mdm2 via the RING domain of Mdm2.	Mdm2|4193	72|76	NEDD4-1|4734	10|17	Interaction_Agent
24413081	S10	Overexpression of NEDD4-1, but not an enzyme-dead NEDD4-1CS mutant, increases ubiquitination of Mdm2.	NEDD4-1|4734	18|25	Mdm2|4193	96|100	Modification
24413081	S10	Overexpression of NEDD4-1, but not an enzyme-dead NEDD4-1CS mutant, increases ubiquitination of Mdm2.	NEDD4-1|4734	50|57	Mdm2|4193	96|100	Negation_Modification
24413081	S11	NEDD4-1 catalyzes the formation of K63-type polyubiquitin chains on Mdm2 that are distinct from K48-type polyubiquitination chains mediated by the Mdm2/MdmX complex.	Mdm2|4193	147|151	MdmX|4194	152|156	Complex
24413081	S11	NEDD4-1 catalyzes the formation of K63-type polyubiquitin chains on Mdm2 that are distinct from K48-type polyubiquitination chains mediated by the Mdm2/MdmX complex.	NEDD4-1|4734	0|7	Mdm2|4193	68|72	Modification
24413081	S12	Importantly, K63-type polyubiquitination by NEDD4-1 competes with K48-type polyubiquitination on Mdm2 in cells.	NEDD4-1|4734	45|52	Mdm2|4193	98|102	NoRE
24413081	S13	As a result, NEDD4-1-mediated ubiquitination stabilizes Mdm2.	NEDD4-1|4734	14|21	Mdm2|4193	57|61	NoRE
24413081	S14	NEDD4-1 knockdown reduces the t1/2 (half-life) of endogenous Mdm2 from 20 to 12 min in U2OS cells.	NEDD4-1|4734	0|7	Mdm2|4193	61|65	Negative_Regulation
24413081	S15	Nedd4-1 KO MEFs manifest increased p53 levels and activity, a more robust DNA damage response and increased G1 arrest compared with WT MEFs.	Nedd4-1|4734	0|7	p53|7157	35|38	NoRE
24413081	S16	Similarly, NEDD4-1 knockdown in WT-p53-bearing cells increases basal p53 levels and activity in an Mdm2-dependent manner, causes stronger p53 responses to DNA damage and results in p53-dependent growth inhibition compared with corresponding NEDD4-1-proficient control cells.	p53|7157	69|72	NEDD4-1|4734	11|18	Positive_Regulation
24413081	S17	This study identifies NEDD4-1 as a novel component of the p53/Mdm2 regulatory feedback loop that controls p53 activity during stress responses.	NEDD4-1|4734	22|29	p53|7157	58|61	Interaction_Agent
24413081	S17	This study identifies NEDD4-1 as a novel component of the p53/Mdm2 regulatory feedback loop that controls p53 activity during stress responses.	NEDD4-1|4734	22|29	Mdm2|4193	62|66	Interaction_Agent
24413081	S17	This study identifies NEDD4-1 as a novel component of the p53/Mdm2 regulatory feedback loop that controls p53 activity during stress responses.	NEDD4-1|4734	22|29	p53|7157	106|109	Neutral_Regulation
24419107	S1	Atg17/FIP200 localizes to perilysosomal Ref(2)P aggregates and promotes autophagy by activation of Atg1 in Drosophila.	Atg17/FIP200|40700	0|12	Atg1|39454	99|103	Positive_Regulation
24419107	S1	Atg17/FIP200 localizes to perilysosomal Ref(2)P aggregates and promotes autophagy by activation of Atg1 in Drosophila.	Ref(2)P|35246	40|47	Atg17/FIP200|40700	0|12	Association
24419107	S4	Here we characterized Atg17/FIP200, the Drosophila ortholog of mammalian RB1CC1/FIP200, a proposed functional equivalent of yeast Atg17.	Atg17/FIP200|40700	23|35	RB1CC1|9821	74|80	NoRE
24419107	S4	Here we characterized Atg17/FIP200, the Drosophila ortholog of mammalian RB1CC1/FIP200, a proposed functional equivalent of yeast Atg17.	Atg17/FIP200|40700	23|35	FIP200|9821	81|87	NoRE
